"id","Dia","Mes","Ano","Estado","Comunidad","Sitio","Latitud","Longitud","Habitat","Zona","TipoProteccion","ANP","BuzoMonitor","HoraInicial","HoraFinal","ProfundidadInicial","ProfundidadFinal","Temperatura","Visibilidad","Corriente","Transecto","Genero","Especie","GeneroEspecie","Sexo","Talla","ClaseTalla","Abundancia","RC"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Chromis","punctipinnis","Chromis punctipinnis",NA,13,"11a20",20,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Girella","nigricans","Girella nigricans",NA,15,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Girella","nigricans","Girella nigricans",NA,18,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Girella","nigricans","Girella nigricans",NA,22,"20a30",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Hypsypops","rubicundus","Hypsypops rubicundus","A",25,"20a30",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Hypsypops","rubicundus","Hypsypops rubicundus","A",30,"20a30",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Hypsypops","rubicundus","Hypsypops rubicundus","A",33,"30a40",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Hypsypops","rubicundus","Hypsypops rubicundus","J",6,"6a10",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Hypsypops","rubicundus","Hypsypops rubicundus","J",8,"6a10",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Oxyjulis","californica","Oxyjulis californica",NA,7,"6a10",10,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Oxyjulis","californica","Oxyjulis californica",NA,8,"6a10",11,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Oxyjulis","californica","Oxyjulis californica",NA,11,"11a20",15,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Rhacochilus","vacca","Rhacochilus vacca",NA,16,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Rhacochilus","vacca","Rhacochilus vacca",NA,20,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Rhacochilus","vacca","Rhacochilus vacca",NA,23,"20a30",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Semicossyphus","pulcher","Semicossyphus pulcher","H",10,"6a10",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Semicossyphus","pulcher","Semicossyphus pulcher","H",14,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Semicossyphus","pulcher","Semicossyphus pulcher","H",15,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Semicossyphus","pulcher","Semicossyphus pulcher","H",20,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 3",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","10:00",11.5,NA,13.8,7,NA,3,"Semicossyphus","pulcher","Semicossyphus pulcher","M",35,"30a40",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Caulolatilus","princeps","Caulolatilus princeps",NA,40,"30a40",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Chromis","punctipinnis","Chromis punctipinnis",NA,13,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Halichoeres","semicinctus","Halichoeres semicinctus","M",8,"6a10",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Hypsypops","rubicundus","Hypsypops rubicundus","A",23,"20a30",5,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Hypsypops","rubicundus","Hypsypops rubicundus","A",25,"20a30",3,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Hypsypops","rubicundus","Hypsypops rubicundus","A",28,"20a30",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Hypsypops","rubicundus","Hypsypops rubicundus","J",6,"6a10",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Oxyjulis","californica","Oxyjulis californica",NA,10,"6a10",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Paralabrax","clathratus","Paralabrax clathratus",NA,4,"0a5",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Paralabrax","clathratus","Paralabrax clathratus",NA,5,"0a5",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Paralabrax","clathratus","Paralabrax clathratus",NA,12,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Paralabrax","clathratus","Paralabrax clathratus",NA,15,"11a20",2,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Paralabrax","clathratus","Paralabrax clathratus",NA,38,"30a40",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Rhacochilus","vacca","Rhacochilus vacca",NA,17,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Semicossyphus","pulcher","Semicossyphus pulcher","H",14,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Semicossyphus","pulcher","Semicossyphus pulcher","H",18,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 4",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79865,-115.79368,"Bosque de kelp","Control","Reserva comunitaria",NA,"Nieves Quinones","01:00","08:00",11.5,10.6,15,7,NA,4,"Semicossyphus","pulcher","Semicossyphus pulcher","H",23,"20a30",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 5",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Sergio Marcos","01:00","08:00",13,16,13,7,NA,5,"Chromis","punctipinnis","Chromis punctipinnis",NA,15,"11a20",5,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 5",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Sergio Marcos","01:00","08:00",13,16,13,7,NA,5,"Chromis","punctipinnis","Chromis punctipinnis",NA,20,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 5",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Sergio Marcos","01:00","08:00",13,16,13,7,NA,5,"Hypsypops","rubicundus","Hypsypops rubicundus","A",20,"11a20",2,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 5",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Sergio Marcos","01:00","08:00",13,16,13,7,NA,5,"Paralabrax","clathratus","Paralabrax clathratus",NA,35,"30a40",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 6",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Sergio Marcos","01:00","05:00",8,9,13,7,NA,6,"Hypsypops","rubicundus","Hypsypops rubicundus","A",20,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 6",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Sergio Marcos","01:00","05:00",8,9,13,7,NA,6,"Sebastes","chrysomelas","Sebastes chrysomelas",NA,25,"20a30",3,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Chromis","punctipinnis","Chromis punctipinnis",NA,7,"6a10",15,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Chromis","punctipinnis","Chromis punctipinnis",NA,8,"6a10",10,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Chromis","punctipinnis","Chromis punctipinnis",NA,10,"6a10",12,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Chromis","punctipinnis","Chromis punctipinnis",NA,12,"11a20",10,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Hypsypops","rubicundus","Hypsypops rubicundus","A",25,"20a30",4,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Hypsypops","rubicundus","Hypsypops rubicundus","A",30,"20a30",2,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Oxyjulis","californica","Oxyjulis californica",NA,8,"6a10",5,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Paralabrax","clathratus","Paralabrax clathratus",NA,15,"11a20",2,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Paralabrax","clathratus","Paralabrax clathratus",NA,20,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Paralabrax","clathratus","Paralabrax clathratus",NA,30,"20a30",2,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Paralabrax","clathratus","Paralabrax clathratus",NA,50,">40",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Sebastes","auriculatus","Sebastes auriculatus",NA,25,"20a30",2,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher","H",20,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher","H",25,"20a30",5,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher","H",30,"20a30",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher","H",40,"30a40",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher","M",40,"30a40",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 7",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79882,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","11:00",15.8,16.7,13.8,6,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher","M",60,">40",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 8",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","09:00",8.2,8.8,16.6,6,NA,8,"Chromis","punctipinnis","Chromis punctipinnis",NA,10,"6a10",6,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 8",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","09:00",8.2,8.8,16.6,6,NA,8,"Chromis","punctipinnis","Chromis punctipinnis",NA,12,"11a20",3,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 8",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","09:00",8.2,8.8,16.6,6,NA,8,"Halichoeres","semicinctus","Halichoeres semicinctus","H",8,"6a10",5,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 8",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","09:00",8.2,8.8,16.6,6,NA,8,"Halichoeres","semicinctus","Halichoeres semicinctus","M",12,"11a20",8,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 8",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","09:00",8.2,8.8,16.6,6,NA,8,"Hypsypops","rubicundus","Hypsypops rubicundus","A",20,"11a20",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 8",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","09:00",8.2,8.8,16.6,6,NA,8,"Hypsypops","rubicundus","Hypsypops rubicundus","A",25,"20a30",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 8",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","09:00",8.2,8.8,16.6,6,NA,8,"Hypsypops","rubicundus","Hypsypops rubicundus","A",30,"20a30",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 8",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","09:00",8.2,8.8,16.6,6,NA,8,"Oxyjulis","californica","Oxyjulis californica",NA,8,"6a10",7,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 8",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","09:00",8.2,8.8,16.6,6,NA,8,"Oxyjulis","californica","Oxyjulis californica",NA,10,"6a10",9,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 8",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","09:00",8.2,8.8,16.6,6,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher","H",25,"20a30",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 8",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","09:00",8.2,8.8,16.6,6,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher","H",30,"20a30",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 8",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","09:00",8.2,8.8,16.6,6,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher","H",40,"30a40",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 8",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79796,-115.79535,"Bosque de kelp","Control","Reserva comunitaria",NA,"Prudencio Quinones","02:00","09:00",8.2,8.8,16.6,6,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher","M",50,">40",1,"Piedra Sur - Piedra Sur (Control)"
"26 7 2016 Piedra Vidal 9",26,7,2016,"Baja California","San Bartolo","Piedra Sur (Control)",29.79861,-115.79637,"Bosque de kelp","Control","Reserva comunitaria",NA,"Jhonatan Espinoza","03:00","07:00",12.8,14,16.1,7,NA,9,"Girella","nigricans","Girella nigricans",NA,25,"20a30",1,"Piedra Sur - Piedra Sur (Control)"
