Comunidad,Sitio,RC,Zonificacion,Ano,Transecto,GeneroEspecie,Talla,Abundancia,ProfundidadInicial,Visibilidad,Temperatura
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Embiotoca jacksoni,25,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Girella nigricans,15,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Girella nigricans,18,2,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Girella nigricans,20,2,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Girella nigricans,25,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Halichoeres semicinctus,15,6,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Halichoeres semicinctus,16,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Halichoeres semicinctus,18,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Halichoeres semicinctus,20,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Halichoeres semicinctus,22,5,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Halichoeres semicinctus,25,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Hypsypops rubicundus,8,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Hypsypops rubicundus,10,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Hypsypops rubicundus,13,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Hypsypops rubicundus,15,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Hypsypops rubicundus,18,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Hypsypops rubicundus,20,2,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Hypsypops rubicundus,22,3,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Hypsypops rubicundus,23,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Hypsypops rubicundus,25,6,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Hypsypops rubicundus,26,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Hypsypops rubicundus,27,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Hypsypops rubicundus,28,4,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Hypsypops rubicundus,30,10,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Oxyjulis californica,6,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Oxyjulis californica,7,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Oxyjulis californica,8,7,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Oxyjulis californica,9,2,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Oxyjulis californica,10,18,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Oxyjulis californica,11,8,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Oxyjulis californica,12,18,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Oxyjulis californica,13,15,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Oxyjulis californica,14,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Oxyjulis californica,15,8,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Oxyjulis californica,16,14,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Oxyjulis californica,18,4,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Oxyjulis californica,20,3,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Paralabrax clathratus,15,2,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Paralabrax clathratus,18,2,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Paralabrax clathratus,20,6,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Paralabrax clathratus,22,2,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Paralabrax clathratus,25,11,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Paralabrax clathratus,26,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Paralabrax clathratus,27,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Paralabrax clathratus,28,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Paralabrax clathratus,30,5,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Paralabrax clathratus,32,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Paralabrax clathratus,35,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Paralabrax clathratus,36,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Paralabrax clathratus,40,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Rhacochilus vacca,16,25,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Sebastes auriculatus,25,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Sebastes auriculatus,30,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Sebastes rastrelliger,30,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Sebastes serranoides,17,2,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Sebastes serranoides,30,2,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,12,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,15,3,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,18,3,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,20,9,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,22,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,23,2,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,25,7,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,30,14,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,33,1,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,35,5,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,38,3,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,40,7,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,45,3,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Semicossyphus pulcher,50,4,14,7,10
